call_letters,station_name,frequency,format,market_city,market_state,market_rank,owner,address,phone_main,phone_direct,phone_studio,contact_name,contact_title,contact_email,best_call_days,best_call_time_start,best_call_time_end,timezone,last_called,last_result,follow_up_date,status,notes,verified_date,source
KXTM,,94.3 FM,,Benavides,TX,,,,,,,,,,,,,,,,,UNVERIFIED,FCC svc=FM fac_id=171034,,FCC LMS 2026-04-23
KXTN,,1350 AM,,San Antonio,TX,25,"Latino Media Network, LLC","120 South Federal Place, Suite 9288, Santa Fe, NM",9566315499,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=AM fac_id=67069 metro=San Antonio fcc_applicant_email=vguerrero@latinomedianetwork.com,,FCC LMS 2026-04-23
KXTQ-FM,,106.5 FM,,Lubbock,TX,162,"Ramar Communications, INC","620 Ave. O, LUBBOCK, TX",8067489300,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=4019 metro=Lubbock fcc_applicant_email=bmoran@ramarcom.com,,FCC LMS 2026-04-23
KXWT,,91.3 FM,College/Educational,Odessa,TX,165,Odessa College,"201 W. UNIVERSITY BLVD., ODESSA, TX",,,,,,,"Monday,Tuesday,Wednesday,Thursday",14:00,17:00,CT,,,,UNVERIFIED,FCC svc=FM fac_id=50038 metro=Odessa-Midland,,FCC LMS 2026-04-23
KXXE,,92.5 FM,,San Augustine,TX,,"SAN Augustine Cable Tv, INC","307 SAN AUGUSTINE STREET, CENTER, TX",,,,,,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=58792,,FCC LMS 2026-04-23
KXXM,,96.1 FM,,San Antonio,TX,25,iHeartMedia,"200 E. BASSE ROAD, SAN ANTONIO, TX",,,,,,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=28668 metro=San Antonio licensee=CLEAR CHANNEL BROADCASTING LICENSES, INC.",,FCC LMS 2026-04-23
KXXN,,97.5 FM,,Iowa Park,TX,,"Falls Media, LLC","4245 KEMP, SUITE 1009, WICHITA FALLS, TX",2819237100,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=165970 cbsa=Wichita Falls, TX fcc_applicant_email=RADIOGUY@AIRMAIL.NET",,FCC LMS 2026-04-23
KXXU,,104.3 FM,,Santa Anna,TX,25,,,,,,,,,,,,,,,,UNVERIFIED,"FCC svc=FM fac_id=191505 cbsa_match=San Antonio-New Braunfels, TX → Nielsen #25",,FCC LMS 2026-04-23
KXYC,,97.3 FM,,San Isidro,TX,,"Xavier Entertainment, LLC","313 W. Village Blvd., Suite 104, Laredo, TX",9565682226,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=762452 cbsa=Rio Grande City-Roma, TX fcc_applicant_email=kotxfm@gmail.com",,FCC LMS 2026-04-23
KXYL,,1240 AM,,Brownwood,TX,,"Lewellyn Communications, INC","1 TEXAS AVENUE, BROWNWOOD, TX",,,,,,,,,,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=71105 cbsa=Brownwood, TX",,FCC LMS 2026-04-23
KXYL-FM,,102.3 FM,,Coleman,TX,,"Watts Communications, INC","ONE TEXAS AVENUE, BROWNWOOD, TX",,,,,,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=12237,,FCC LMS 2026-04-23
KXYZ,,1320 AM,,Houston,TX,6,iHeartMedia,"7136 S. Yale Ave., Suite 501, Tulsa, OK",9186644581,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=95 metro=Houston-Galveston licensee=iHM Licenses, LLC fcc_applicant_email=FCCcontact@iHeartmedia.com",,FCC LMS 2026-04-23
KYAR,,98.3 FM,Religious/Christian,Lorena,TX,190,RED-C APOSTOLATE: Religious Education for the Domestic Church,"603 CHURCH AVE, COLLEGE STATION, TX",9792252633,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=36844 cbsa_match=Waco, TX → Nielsen #190 fcc_applicant_email=redcapostolate@gmail.com",,FCC LMS 2026-04-23
KYBI,,100.1 FM,,Lufkin,TX,,Darrell E. Yates,"3 DEERWOOD, LUFKIN, TX",,,,,,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=63327 cbsa=Lufkin, TX",,FCC LMS 2026-04-23
KYBP,,90.1 FM,Religious/Christian,Paris,TX,,Bible Broadcasting Network,"11115 Rushmore Drive, CHARLOTTE, NC",7045235555,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=762139 cbsa=Paris, TX licensee=Bible Broadcasting Network, Inc. fcc_applicant_email=jpadgett@bbnmedia.org",,FCC LMS 2026-04-23
KYCL-FM,,88.9 FM,,Clarendon,TX,,"Templo DE Dios, Inc. 1","7851 Scyene Road, DALLAS, TX",2146432569,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=175376 fcc_applicant_email=eleuteriocabrera214@gmail.com,,FCC LMS 2026-04-23
KYDA,,101.7 FM,Religious/Christian,Azle,TX,5,Educational Media Foundation (K-LOVE/Air1),"2000 Reams Fleming Boulevard, Franklin, TN",9162511600,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=28122 cbsa_match=Dallas-Fort Worth-Arlington, TX → Nielsen #5 licensee=K-LOVE, INC. fcc_applicant_email=fccdocumentdistribution@emfbroadcasting.com",,FCC LMS 2026-04-23
KYFA-FM,,91.5 FM,Religious/Christian,Ginger,TX,,"Central Park Church OF God, INC","1901 E. CENTERVILLE RD., GARLAND, TX",9724971371,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,FCC svc=FM fac_id=174944 fcc_applicant_email=centralparkchurch@gmail.com,,FCC LMS 2026-04-23
KYFB,,91.5 FM,Religious/Christian,Denison,TX,,Bible Broadcasting Network,"11115 Rushmore Drive, CHARLOTTE, NC",7045235555,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=85512 cbsa=Sherman-Denison, TX licensee=BIBLE BROADCASTING NETWORK, INC. fcc_applicant_email=jpadgett@bbnmedia.org",,FCC LMS 2026-04-23
KYFP,,89.1 FM,Religious/Christian,Palestine,TX,,Bible Broadcasting Network,"11115 Rushmore Drive, CHARLOTTE, NC",7045235555,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=85164 cbsa=Palestine, TX licensee=BIBLE BROADCASTING NETWORK, INC. fcc_applicant_email=jpadgett@bbnmedia.org",,FCC LMS 2026-04-23
KYFS,,90.9 FM,Religious/Christian,San Antonio,TX,25,Bible Broadcasting Network,"11115 Rushmore Drive, CHARLOTTE, NC",7045235555,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=5115 metro=San Antonio licensee=BIBLE BROADCASTING NETWORK, INC. fcc_applicant_email=jpadgett@bbnmedia.org",,FCC LMS 2026-04-23
KYJC,,91.3 FM,,Commerce,TX,5,"Penfold Communications, INC","TEMECULA, CA",7145457868,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=121869 cbsa_match=Dallas-Fort Worth-Arlington, TX → Nielsen #5 fcc_applicant_email=patti.thomas@krtmradio.com",,FCC LMS 2026-04-23
KYKK,,93.5 FM,,Junction,TX,,Tenn-vol Corp,"PO BOX 717, ELDORADO, TX",3258531049,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=57035 fcc_applicant_email=DRBOYER@CENTRALCOM.COM,,FCC LMS 2026-04-23
KYKM,,94.3 FM,,Yoakum,TX,,TOM E. Donnelly,"111 NORTH MAIN, HALLETTSVILLE, TX",,,,,,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=67287,,FCC LMS 2026-04-23
KYKR,,95.1 FM,,Beaumont,TX,150,iHeartMedia,"7136 S. YALE AVENUE, SUITE 501, TULSA, OK",9186644581,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=25581 metro=Beaumont-Port Arthur licensee=IHM LICENSES, LLC fcc_applicant_email=FCCCONTACT@IHEARTMEDIA.COM",,FCC LMS 2026-04-23
KYKS,,105.1 FM,,Lufkin,TX,,Townsquare Media,"4 Manhattanville Road, Suite 107, Purchase, NY",2038610900,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=25582 cbsa=Lufkin, TX licensee=Townsquare License, LLC fcc_applicant_email=fcccontact@townsquaremedia.com",,FCC LMS 2026-04-23
KYKX,,105.7 FM,,Longview,TX,141,Alpha Media,"180 Post Road East, Suite 201, Westport, CT",2032271978,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,FCC svc=FM fac_id=54844 metro=Tyler-Longview licensee=Alpha Media Licensee LLC fcc_applicant_email=dbevins@conncos.com,,FCC LMS 2026-04-23
KYLR,,92.1 FM,Religious/Christian,Hutto,TX,25,Educational Media Foundation (K-LOVE/Air1),"2000 Reams Fleming Boulevard, Franklin, TN",9162511600,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=56780 cbsa_match=Austin-Round Rock-San Marcos, TX → Nielsen #25 licensee=K-LOVE, INC. fcc_applicant_email=fccdocumentdistribution@emfbroadcasting.com",,FCC LMS 2026-04-23
KYND,,1520 AM,Religious/Christian,Cypress,TX,,El Sembrador Ministries,"20720 Marilla Street, Chatsworth, CA",8187004938,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,FCC svc=AM fac_id=40696 fcc_applicant_email=rosiegomez@elsembrador.org,,FCC LMS 2026-04-23
KYOK,,1140 AM,,Conroe,TX,6,"Martin Broadcasting, INC","4638 Decker Drive, Baytown, TX",2818378777,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=40484 cbsa_match=Houston-Pasadena-The Woodlands, TX → Nielsen #6 fcc_applicant_email=darrellemartin@yahoo.com",,FCC LMS 2026-04-23
KYOW,,970 AM,Religious/Christian,Del Valle,TX,,Relevant Radio,"680 Barclay Boulevard, Lincolnshire, IL",8772910123,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=35011 licensee=RELEVANT RADIO, INC. fcc_applicant_email=pallex@relevantradio.com",,FCC LMS 2026-04-23
KYOX,,94.3 FM,,Comanche,TX,,Charles Haddon Strickland,"P.O. BOX 289, STEPHENVILLE, TX",,,,,,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=82135,,FCC LMS 2026-04-23
KYQX,,89.3 FM,,Mineral Wells,TX,,Weatherford Educ. B/cng Foundation,"1101 NORTH 81 HIGHWAY, MARLOW, OK",,,,,,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=62040 cbsa=Mineral Wells, TX",,FCC LMS 2026-04-23
KYRK,,106.5 FM,,Taft,TX,119,"Pacific Broadcasting OF Missouri, L.l.c","7755 CARONDELET AVENUE, CLAYTON, MO",,,,,,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=40798 cbsa_match=Corpus Christi, TX → Nielsen #119",,FCC LMS 2026-04-23
KYRQ,,90.3 FM,,Natalia,TX,25,St. Jude Broadcasting,"11737 Nelon Drive, Corpus Christi, TX",3617744354,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=90949 cbsa_match=San Antonio-New Braunfels, TX → Nielsen #25 fcc_applicant_email=JB12@SBCGLOBAL.NET",,FCC LMS 2026-04-23
KYRT,,97.9 FM,Religious/Christian,Hunt,TX,,La Promesa Foundation (Guadalupe Radio),"1903 S. Lamesa Road, Midland, TX",4326825476,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,FCC svc=FM fac_id=165378 licensee=La Promesa Foundation fcc_applicant_email=sammy@grnonline.com,,FCC LMS 2026-04-23
KYSE,,94.7 FM,,El Paso,TX,76,RIO Bravo Broadcasting Corp,"4105 RIO BRAVO, STE 150, EL PASO, TX",,,,,,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=39612 metro=El Paso,,FCC LMS 2026-04-23
KYST,,920 AM,,Texas City,TX,,"Hispanic Broadcasting, INC","7322 Southwest Freeway, Suite 1160, Houston, TX",7137799292,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=AM fac_id=27298 fcc_applicant_email=matt@la920.com,,FCC LMS 2026-04-23
KYTM,,99.3 FM,Religious/Christian,Corrigan,TX,,Jimmy Swaggart / SonLife Radio,"P.O. BOX 262550, BATON ROUGE, LA",2257683102,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=164271 licensee=Family Worship Center Church, INC fcc_applicant_email=kingbroadcasting@gmail.com",,FCC LMS 2026-04-23
KYTY,,810 AM,,Somerset,TX,25,"Maranatha Broadcasting, INC","P.O. BOX 701582, SAN ANTONIO, TX",,,,,,,,,,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=210 cbsa_match=San Antonio-New Braunfels, TX → Nielsen #25",,FCC LMS 2026-04-23
KYWD,,88.5 FM,,Sunray,TX,,Solid Rock Foundation,"Wheeler, TX",8063340493,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=766507 cbsa=Dumas, TX fcc_applicant_email=gdware285@gmail.com",,FCC LMS 2026-04-23
KYWW,,1530 AM,,Harlingen,TX,58,"Latino Media Network, LLC","120 South Federal Place, Suite 9288, Santa Fe, NM",9566315499,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=67067 cbsa_match=Brownsville-Harlingen, TX → Nielsen #58 fcc_applicant_email=vguerrero@latinomedianetwork.com",,FCC LMS 2026-04-23
KYXX,,94.3 FM,,Ozona,TX,,Tenn-vol Corp,"PO BOX 717, ELDORADO, TX",3258531049,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=60845 fcc_applicant_email=DRBOYER@CENTRALCOM.COM,,FCC LMS 2026-04-23
KYYI,,104.7 FM,,Burkburnett,TX,,Cumulus Media,"780 Johnson Ferry Road, Suite 500, Atlanta, GA",4049490700,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=58740 cbsa=Wichita Falls, TX licensee=Cumulus Licensing LLC fcc_applicant_email=FCCLicenseManagement@cumulus.com",,FCC LMS 2026-04-23
KYYK,,98.3 FM,,Palestine,TX,,Quail Management Company,"5946 CLUB OAKS DR., DALLAS, TX",,,,,,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=72838 cbsa=Palestine, TX",,FCC LMS 2026-04-23
KYYW,,1470 AM,,Abilene,TX,,Townsquare Media,"4 Manhattanville Road, Suite 107, Purchase, NY",2038610900,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=40997 cbsa=Abilene, TX licensee=Townsquare License, LLC fcc_applicant_email=fcccontact@townsquaremedia.com",,FCC LMS 2026-04-23
KYZS,,1490 AM,,Tyler,TX,141,"ATW Media, LLC","1001 E. SE Loop 323, Suite 455, Tyler, TX",9035978378,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=AM fac_id=72779 metro=Tyler-Longview fcc_applicant_email=pgleiser@gleisercom.com,,FCC LMS 2026-04-23
KZAH,,99.1 FM,,Harper,TX,,"JAM Broadcasting, LLC","2125 SIDNEY BAKER STREET, KERRVILLE, TX",2544850555,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=198621 cbsa=Kerrville, TX fcc_applicant_email=THECRUSTYCHICKEN@GMAIL.COM",,FCC LMS 2026-04-23
KZAI,,103.7 FM,Religious/Christian,Balcones Heights,TX,25,Educational Media Foundation (K-LOVE/Air1),"2000 Reams Fleming Boulevard, Franklin, TN",9162511600,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=7084 cbsa_match=San Antonio-New Braunfels, TX → Nielsen #25 licensee=K-LOVE, INC. fcc_applicant_email=fccdocumentdistribution@emfbroadcasting.com",,FCC LMS 2026-04-23
KZAM,,98.7 FM,,Pleasant Valley,TX,,Mekaddesh Group Corporation,"8330 Lyndon B Johnson Fwy, Suite B310, DALLAS, TX",2144345600,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=164195 cbsa=Wichita Falls, TX fcc_applicant_email=mcguel@mekaddeshgroup.com",,FCC LMS 2026-04-23
KZAR,,97.7 FM,Religious/Christian,Gonzales,TX,,Educational Media Foundation (K-LOVE/Air1),"2000 Reams Fleming Boulevard, Franklin, CA",9162511600,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=15907 licensee=K-LOVE, INC. fcc_applicant_email=EFILE@EMFBROADCASTING.COM",,FCC LMS 2026-04-23
KZBI,,92.9 FM,,Marlin,TX,190,"First Dallas Media, Inc","750 N. St. Paul Street, Suite 1050, Dallas, TX",4698017000,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=35581 cbsa_match=Waco, TX → Nielsen #190 fcc_applicant_email=fccapp@kcbi.org",,FCC LMS 2026-04-23
KZBT,,93.3 FM,,Midland,TX,165,Townsquare Media,"4 Manhattanville Road, Suite 107, Purchase, NY",2038610900,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=35880 metro=Odessa-Midland licensee=Townsquare License, LLC fcc_applicant_email=fcccontact@townsquaremedia.com",,FCC LMS 2026-04-23
KZDC,,1250 AM,,San Antonio,TX,25,Alpha Media,"180 Post Road East, Suite 201, Westport, CT",2032271978,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,FCC svc=AM fac_id=65330 metro=San Antonio licensee=Alpha Media Licensee LLC fcc_applicant_email=dbevins@conncos.com,,FCC LMS 2026-04-23
KZEE,,1220 AM,,Weatherford,TX,5,"Tarrant Radio Broadcasting, INC","HURST, TX",8175005851,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=56300 cbsa_match=Dallas-Fort Worth-Arlington, TX → Nielsen #5 fcc_applicant_email=seema@radio1220am.com",,FCC LMS 2026-04-23
KZEP-FM,,104.5 FM,,San Antonio,TX,25,iHeartMedia,"7136 S. YALE AVENUE, SUITE 501, TULSA, OK",9186644581,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=65329 metro=San Antonio licensee=IHM LICENSES, LLC fcc_applicant_email=FCCCONTACT@IHEARTMEDIA.COM",,FCC LMS 2026-04-23
KZES-FM,,91.3 FM,,Estelline,TX,,"Templo DE Dios, Inc. 1","7851 Scyene Road, DALLAS, TX",2146432569,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=175379 fcc_applicant_email=eleuteriocabrera214@gmail.com,,FCC LMS 2026-04-23
KZFM,,95.5 FM,,Corpus Christi,TX,119,"Texas Media Group, INC","P.O. BOX 9757, CORPUS CHRISTI, TX",,,,,,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=39716 metro=Corpus Christi,,FCC LMS 2026-04-23
KZFT,,90.5 FM,Religious/Christian,Fannett,TX,150,American Family Radio,"PO DRAWER 2440, TUPELO, MS",6628448888,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=85286 cbsa_match=Beaumont-Port Arthur, TX → Nielsen #150 licensee=AMERICAN FAMILY ASSOCIATION fcc_applicant_email=jes@afa.net",,FCC LMS 2026-04-23
KZHN,,1250 AM,,Paris,TX,,Larry Ryan D/b/a Eifel Tower Broadcasting,"402 Munson, Rockwall, TX",2144991158,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=71406 cbsa=Paris, TX fcc_applicant_email=Kzhnradio@gmail.com",,FCC LMS 2026-04-23
KZIC,,89.9 FM,,Hondo,TX,25,Centro Cristiano DE Vida Eterna,"8230 ANTOINE DR., HOUSTON, TX",8328000623,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=174092 cbsa_match=San Antonio-New Braunfels, TX → Nielsen #25 fcc_applicant_email=guevaraisaac5120@gmail.com",,FCC LMS 2026-04-23
KZII-FM,,102.5 FM,,Lubbock,TX,162,Townsquare Media,"4 Manhattanville Road, Suite 107, Purchase, NY",2038610900,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=61150 metro=Lubbock licensee=Townsquare License, LLC fcc_applicant_email=fcccontact@towsquaremedia.com",,FCC LMS 2026-04-23
KZIP,,1310 AM,Religious/Christian,Amarillo,TX,167,"Christian Ministries OF THE Valley, INC","P.O. BOX 1290, WESLACO, TX",9569687777,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,FCC svc=AM fac_id=16415 metro=Amarillo fcc_applicant_email=egarza@radiovida.com,,FCC LMS 2026-04-23
KZKL,,90.5 FM,Religious/Christian,Wichita Falls,TX,,Educational Media Foundation (K-LOVE/Air1),"2000 Reams Fleming Boulevard, Franklin, TN",9162511600,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=55381 cbsa=Wichita Falls, TX licensee=K-LOVE, INC. fcc_applicant_email=fccdocumentdistribution@emfbroadcasting.com",,FCC LMS 2026-04-23
KZKV,,103.1 FM,Religious/Christian,Karnes City,TX,,Educational Media Foundation (K-LOVE/Air1),"2000 Reams Fleming Boulevard, Franklin, TN",9162511600,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=78984 licensee=K-LOVE, INC. fcc_applicant_email=fccdocumentdistribution@emfbroadcasting.com",,FCC LMS 2026-04-23
KZLO,,88.7 FM,Religious/Christian,Kilgore,TX,141,Educational Media Foundation (K-LOVE/Air1),"2000 Reams Fleming Boulevard, Franklin, TN",9162511600,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=34602 cbsa_match=Longview, TX → Nielsen #141 licensee=K-LOVE, INC. fcc_applicant_email=fccdocumentdistribution@emfbroadcasting.com",,FCC LMS 2026-04-23
KZLV,,91.3 FM,Religious/Christian,Lytle,TX,25,Educational Media Foundation (K-LOVE/Air1),"2000 Reams Fleming Boulevard, Franklin, TN",9162511600,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=66441 cbsa_match=San Antonio-New Braunfels, TX → Nielsen #25 licensee=K-LOVE, Inc. fcc_applicant_email=fccdocumentdistribution@emfbroadcasting.com",,FCC LMS 2026-04-23
KZMJ,,94.5 FM,,Gainesville,TX,,Wlup-fm License Corp,"600 CONGRESS AVENUE, SUITE 1400, AUSTIN, TX",,,,,,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=6386 cbsa=Gainesville, TX",,FCC LMS 2026-04-23
KZMP-FM,,104.9 FM,,Pilot Point,TX,5,Sunbelt Wireless Company,"7700 CARPENTER FREEWAY, 1ST FLR., DALLAS, TX",,,,,,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=15854 cbsa_match=Dallas-Fort Worth-Arlington, TX → Nielsen #5",,FCC LMS 2026-04-23
KZNE,,1150 AM,,College Station,TX,189,Bryan Broadcasting License Corporation,"P.O. BOX 3248, BRYAN, TX",9796959595,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=AM fac_id=7632 metro=Bryan-College Station fcc_applicant_email=ben@bryanbroadcasting.com,,FCC LMS 2026-04-23
KZNX,,1530 AM,,Creedmoor,TX,25,"America Telecommunications Group, INC","9570 PAN AMERICAN DRIVE, EL PASO, TX",5126728657,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=38906 cbsa_match=Austin-Round Rock-San Marcos, TX → Nielsen #25 fcc_applicant_email=edithradiomujer@gmail.com",,FCC LMS 2026-04-23
KZPL,,105.1 FM,,Encinal,TX,194,Protelse LLC,"13423 Blanco Road, #352, San Antonio, TX",2104920109,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=198783 cbsa_match=Laredo, TX → Nielsen #194 fcc_applicant_email=protelse.usa@gmail.com",,FCC LMS 2026-04-23
KZPS,,92.5 FM,,Dallas,TX,5,iHeartMedia,"7136 S. YALE AVENUE, SUITE 501, TULSA, OK",9186644581,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=6378 metro=Dallas-Ft. Worth licensee=IHM LICENSES, LLC fcc_applicant_email=FCCCONTACT@IHEARTMEDIA.COM",,FCC LMS 2026-04-23
KZQQ,,1560 AM,,Abilene,TX,,"Canfin Enterprises, INC","Abilene, TX",3256680306,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=17803 cbsa=Abilene, TX fcc_applicant_email=Parker@radioabilene.com",,FCC LMS 2026-04-23
KZQX,,100.3 FM,,Tatum,TX,,"Dean Broadcasting, INC","1776 E. TUFTS AVE., ENGLEWOOD, CO",,,,,,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=15982,,FCC LMS 2026-04-23
KZRF-FM,,91.9 FM,,Sulphur Springs,TX,,Templo DE Dios INC 1,"7851 SCYENE ROAD, DALLAS, TX",2146432569,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=174020 cbsa=Sulphur Springs, TX fcc_applicant_email=eleuteriocabrera214@gmail.com",,FCC LMS 2026-04-23
KZRK-FM,,107.9 FM,,Canyon,TX,167,Cumulus Media,"780 Johnson Ferry Road, Suite 500, Atlanta, GA",4049490700,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=27009 cbsa_match=Amarillo, TX → Nielsen #167 licensee=Cumulus Licensing LLC fcc_applicant_email=FCCLicenseManagement@cumulus.com",,FCC LMS 2026-04-23
